1	1521004	1522742	1739
1	2788465	2799910	11446
1	3780799	3785686	4888
1	5679495	5681145	1651
1	7357961	7365153	7193
1	9438043	9439062	1020
1	11150301	11151454	1154
1	12783013	12794510	11498
1	14753412	14806411	53000
1	16306517	16308219	1703
1	17641844	17643102	1259
1	20113869	20126363	12495
1	21838411	21852945	14535
1	23125437	23126625	1189
1	24594041	24596020	1980
1	27070756	27072286	1531
1	28845302	28846333	1032
2	895981	897218	1238
2	1913317	1916486	3170
2	3617876	3624494	6619
2	4880548	4882068	1521
2	6611021	6612228	1208
2	10882673	10883779	1107
2	12573261	12576027	2767
3	2808461	2810725	2265
3	3807556	3808597	1042
3	6057531	6058740	1210
3	7861859	7864178	2320
3	9725150	9737355	12206
3	11355432	11356696	1265
3	13025151	13026415	1265
3	14219903	14220985	1083
3	15479104	15481403	2300
3	17480873	17481987	1115
3	20471830	20473144	1315
3	22395122	22396771	1650
4	2923646	2924714	1069
4	4581161	4582203	1043
4	6377088	6379009	1922
4	9070360	9072868	2509
4	10559735	10561260	1526
4	11106383	11107719	1337
4	14280606	14281694	1089
4	15556214	15557664	1451
5	2979602	2981052	1451
5	3248403	3249933	1531
5	4791615	4793606	1992
5	6630755	6632935	2181
5	8953722	8955217	1496
5	11186854	11187925	1072
5	12900543	12901852	1310
5	14356799	14369942	13144
5	15710889	15712114	1226
5	18136728	18148927	12200
5	20589027	20614675	25649
5	22636281	22637880	1600
5	23448843	23449957	1115
